,Scrape_Date,Release_Date,Last_Seen,Occurences,Item_Name,Item_Type,Rarity,VC_Cost,Rating,Total_Vote
6700,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: Jul 12th 2022,Last Seen: Jul 16th 2022,"
Knights of the Food Court
",Bundle,Epic,"

2,600
",Rated: 2.5/5,from 4 votes
6701,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Sep 12th 2022,Last Seen: Sep 13th 2022,"
Kroatomist's Locker
",Bundle,Epic,"

1,900
",No Rating, 
6702,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 21st 2022,Last Seen: Oct 19th 2022,"
Lil Whip
",Bundle,Epic,"

2,500
",Rated: 3.75/5,from 4 votes
6703,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Feb 10th 2021,Last Seen: Feb 14th 2022,"
 Loeya's Locker
",Bundle,Epic,"

2,200
",Rated: 3/5,from 6 votes
6704,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
Lt. Look
",Bundle,Epic,"

1,500
",No Rating, 
6705,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: Apr 26th 2021,Last Seen: Oct 17th 2022,"
Marked Man
",Bundle,Epic,"

2,300
",Rated: 3.6/5,from 5 votes
6706,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Aug 22nd 2021,Last Seen: Oct 20th 2022,"
Mecha Morty
",Bundle,Epic,"

2,200
",Rated: 4.17/5,from 12 votes
6707,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Dec 17th 2021,Last Seen: Sep 21st 2022,"
Mecha Team Leader
",Bundle,Epic,"

2,300
",Rated: 3/5,from 6 votes
6708,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 5th 2022,Last Seen: Oct 8th 2022,"
Mecha Weapons Team
",Bundle,Epic,"

2,000
",No Rating, 
6709,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 12th 2022,Last Seen: Oct 13th 2022,"
Melanylolee's Locker
",Bundle,Epic,"

2,400
",No Rating, 
6710,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
 Minty Legends Pack
",Bundle,Epic,"
Minty Legends Pack
",Rated: 5/5,from 2 votes
6711,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
Mod Marauder
",Bundle,Epic,"

1,500
",No Rating, 
6712,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Nov 21st 2021,Last Seen: Sep 24th 2022,"
Moncler Classic
",Bundle,Epic,"

1,800
",Rated: 3.27/5,from 11 votes
6713,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 18th 2022,Last Seen: Oct 20th 2022,"
Mr. Meeseeks
 ",Bundle,Epic,"

2,100
",Rated: 3.75/5,from 4 votes
6714,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Nov 16th 2021,Last Seen: Jul 7th 2022,"
Naruto & Kakashi
",Bundle,Epic,"

2,100
",Rated: 4.25/5,from 16 votes
6715,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Nov 22nd 2020,Last Seen: Nov 22nd 2020,"
 NickEh30's Locker
",Bundle,Epic,"

2,100
",Rated: 4.33/5,from 6 votes
6716,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: May 5th 2022,Last Seen: Jun 3rd 2022,"
Omega Knight's Level Up Quest Pack
",Bundle,Epic,"

1,200
",Rated: 4.2/5,from 10 votes
6717,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: Jun 6th 2021,Last Seen: Sep 18th 2022,"
Orelia
",Bundle,Epic,"

2,200
",Rated: 2.25/5,from 8 votes
6718,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
P-1000's Challenge Pack
",Bundle,Epic,"

P-1000's Challenge Pack
",Rated: 5/5,from 1 vote
6719,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 19th 2022,Last Seen: Sep 17th 2022,"
Phantasm's Level Up Quest Pack
",Bundle,Epic,"

1,200
",Rated: 3.8/5,from 10 votes
6720,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Dec 8th 2020,Last Seen: Jun 15th 2021,"
Pizo's Locker
",Bundle,Epic,"

2,100
",Rated: 3.64/5,from 11 votes
6721,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: Apr 20th 2022,Last Seen: Apr 21st 2022,"
Power Shong's Locker
",Bundle,Epic,"

2,500
",Rated: 3/5,from 1 vote
6722,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 21st 2021,Last Seen: Oct 20th 2022,"
Pure Shooter
",Bundle,Epic,"

3,500
",Rated: 4.5/5,from 2 votes
6723,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Sep 27th 2022,Last Seen: Sep 28th 2022,"
Queasy's Locker
",Bundle,Epic,"

2,200
",Rated: 3/5,from 2 votes
6724,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 18th 2022,Last Seen: Oct 20th 2022,"
Queen Summer

",Bundle,Epic,"

2,100
",Rated: 4/5,from 2 votes
6725,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
Quickchange
",Bundle,Epic,"

1,500
",No Rating, 
6726,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Red Strike Pack
",Bundle,Epic,"
Red Strike Starter Pack
",Rated: 4.33/5,from 3 votes
6727,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 10th 2021,Last Seen: Oct 16th 2021,"
Rick Grimes
",Bundle,Epic,"

1,900
",Rated: 4.5/5,from 4 votes
6728,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Feb 26th 2021,Last Seen: Oct 2nd 2022,"
 Ripley & Xenomorph
",Bundle,Epic,"

2,200
",Rated: 4.46/5,from 13 votes
6729,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: May 14th 2022,Last Seen: May 22nd 2022,"
RoboCop
",Bundle,Epic,"

1,800
",Rated: 3.67/5,from 3 votes
6730,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: Apr 15th 2022,Last Seen: Oct 8th 2022,"
Rocking at Coachella
",Bundle,Epic,"

2,800
",Rated: 3.33/5,from 3 votes
6731,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Rogue Agent Pack
",Bundle,Epic,"
Rogue Agent Starter Pack
",Rated: 4.6/5,from 5 votes
6732,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Never,Last Seen: Never,"
Sapphire Hagiri Quest Pack
",Bundle,Epic,"
Sapphire Hagiri Quest Pack
",No Rating, 
6733,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Nov 16th 2021,Last Seen: Jul 7th 2022,"
 Sasuke & Sakura
",Bundle,Epic,"

2,200
",Rated: 4.33/5,from 12 votes
6734,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Skull Squad Pack
",Bundle,Epic,"
Skull Squad Pack
",Rated: 5/5,from 1 vote
6735,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 12th 2022,Last Seen: Jul 16th 2022,"
Sliced
 ",Bundle,Epic,"

2,400
",Rated: 5/5,from 1 vote
6736,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Snakes & Stones Challenge Pack
",Bundle,Epic,"

Snakes & Stones Challenge Pack
",Rated: 4/5,from 1 vote
6737,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jun 27th 2022,Last Seen: Jun 28th 2022,"
Sommerset's Locker
",Bundle,Epic,"

2,400
",Rated: 4.5/5,from 2 votes
6738,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Feb 26th 2021,Last Seen: Oct 2nd 2022,"
Space Gear
",Bundle,Epic,"

1,500
",Rated: 3/5,from 5 votes
6739,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 5th 2022,Last Seen: Jul 6th 2022,"
Sparkles_QT's Locker
",Bundle,Epic,"

2,400
",Rated: 2/5,from 1 vote
6740,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Mar 15th 2021,Last Seen: Mar 15th 2021,"
Squatingdog's Locker
",Bundle,Epic,"

2,500
",Rated: 4/5,from 8 votes
6741,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 12th 2022,Last Seen: Jul 16th 2022,"
Stacked
",Bundle,Epic,"

2,200
",Rated: 5/5,from 3 votes
6742,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 23rd 2022,Last Seen: Sep 26th 2022,"
Starlit Archer
",Bundle,Epic,"

1,800
",Rated: 4/5,from 2 votes
6743,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Sep 12th 2021,Last Seen: Sep 4th 2022,"
Stormlight
",Bundle,Epic,"

2,800
",Rated: 3.33/5,from 3 votes
6744,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 1st 2021,Last Seen: Oct 7th 2022,"
Straw Stuffed
",Bundle,Epic,"

2,500
",Rated: 4.6/5,from 5 votes
6745,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 21st 2021,Last Seen: Oct 20th 2022,"
Strong Side
",Bundle,Epic,"

3,500
",Rated: 4/5,from 2 votes
6746,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 19th 2021,Last Seen: Sep 18th 2022,"
Summer Drift
",Bundle,Epic,"

2,500
",Rated: 4.67/5,from 6 votes
6747,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Summer Legends Pack
",Bundle,Epic,"
Summer Legends Pack
",Rated: 5/5,from 2 votes
6748,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Summit Striker Pack
",Bundle,Epic,"
Summit Striker Starter Pack
",Rated: 4.5/5,from 2 votes
6749,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Dec 17th 2020,Last Seen: Oct 16th 2021,"
 Survivors in Arms
",Bundle,Epic,"

2,500
",Rated: 5/5,from 4 votes
6750,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Tech Future Pack
",Bundle,Epic,"
Tech Future Pack Bundle
",Rated: 5/5,from 1 vote
6751,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
The Ace Pack
",Bundle,Epic,"
The Ace Starter Pack
",Rated: 4.67/5,from 3 votes
6752,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
The Final Reckoning Pack
",Bundle,Epic,"
The Final Reckoning Pack
",No Rating, 
6753,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
The Stylist
",Bundle,Epic,"

1,500
",No Rating, 
6754,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Oct 17th 2020,Last Seen: Oct 17th 2022,"
Ultimate Reckoning Pack
",Bundle,Epic,"

2,000
",Rated: 4.06/5,from 17 votes
6755,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 25th 2022,Last Seen: Sep 13th 2022,"
Ultimate Rush
",Bundle,Epic,"

3,500
",No Rating, 
6756,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 18th 2022,Last Seen: Jun 23rd 2022,"
Uncharted
",Bundle,Epic,"

2,300
",Rated: 3/5,from 4 votes
6757,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Vanishing Point
",Bundle,Epic,"

2,000
",No Rating, 
6758,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Sep 26th 2022,Last Seen: Sep 26th 2022,"
Venture
",Bundle,Epic,"

2,100
",Rated: 5/5,from 1 vote
6759,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
Vogue Visionary
",Bundle,Epic,"

1,500
",No Rating, 
6760,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Vox Hunter's Quest Pack
",Bundle,Epic,"

Vox Hunter's Quest Pack
",Rated: 5/5,from 2 votes
6761,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Wilde Pack
",Bundle,Epic,"
Wilde Starter Pack
",Rated: 3/5,from 2 votes
6762,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Wingman Pack
",Bundle,Epic,"
Wingman Starter Pack
",Rated: 4.33/5,from 3 votes
6763,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 21st 2022,Last Seen: May 19th 2022,"
Winter Ski
",Bundle,Epic,"

2,100
",No Rating, 
6764,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 21st 2022,Last Seen: May 19th 2022,"
 Winter Ski (CAN)
",Bundle,Epic,"

2,100
",No Rating, 
6765,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 21st 2022,Last Seen: May 19th 2022,"
Winter Ski (CHN)
",Bundle,Epic,"

2,100
",No Rating, 
6766,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 21st 2022,Last Seen: May 19th 2022,"
Winter Ski (FRA)
",Bundle,Epic,"

2,100
",No Rating, 
6767,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 21st 2022,Last Seen: May 19th 2022,"
Winter Ski (GBR)
",Bundle,Epic,"

2,100
",No Rating, 
6768,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 21st 2022,Last Seen: May 19th 2022,"
Winter Ski (GER)
",Bundle,Epic,"

2,100
",No Rating, 
6769,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 21st 2022,Last Seen: May 19th 2022,"
Winter Ski (KOR)
",Bundle,Epic,"

2,100
",No Rating, 
6770,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 21st 2022,Last Seen: May 19th 2022,"
 Winter Ski (USA)
",Bundle,Epic,"

2,100
",No Rating, 
6771,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Witching Wing Quest Pack
",Bundle,Epic,"

Witching Wing Quest Pack
",Rated: 5/5,from 1 vote
6772,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
Wrap Major

",Bundle,Epic,"

1,500
",No Rating, 
6773,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
Wrap Recon
",Bundle,Epic,"

1,500
",No Rating, 
6774,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
 Wrap Trapper
",Bundle,Epic,"

1,500
",No Rating, 
6775,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: May 18th 2022,Last Seen: May 19th 2022,"
Amar's Locker
",Bundle,Rare,"

2,000
",No Rating, 
6776,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Sep 29th 2022,Last Seen: Sep 29th 2022,"
Arctic Command
",Bundle,Rare,"

2,000
",No Rating, 
6777,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Dec 24th 2021,Last Seen: Sep 12th 2022,"
Arctic Renegades
",Bundle,Rare,"

1,600
",Rated: 4.75/5,from 4 votes
6778,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Ayo & Teo's Locker
",Bundle,Rare,"

2,000
",No Rating, 
6779,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 21st 2021,Last Seen: Sep 28th 2022,"
Balenciaga Looks
",Bundle,Rare,"

1,600
",Rated: 2.33/5,from 3 votes
6780,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: May 3rd 2021,Last Seen: Oct 2nd 2021,"
BanderitaX's Locker
",Bundle,Rare,"

2,000
",Rated: 3.5/5,from 2 votes
6781,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Aug 23rd 2021,Last Seen: Oct 7th 2022,"
Banner Gear
",Bundle,Rare,"

1,600
",Rated: 4/5,from 2 votes
6782,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: Apr 11th 2022,Last Seen: Apr 14th 2022,"
Basquiat
",Bundle,Rare,"

400
",Rated: 3.5/5,from 4 votes
6783,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Bassassin Quest Pack
",Bundle,Rare,"

Bassassin Challenge Pack
",Rated: 4/5,from 1 vote
6784,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 28th 2022,Last Seen: Sep 18th 2022,"
Beary Cuddly
",Bundle,Rare,"

1,700
",Rated: 2.57/5,from 7 votes
6785,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Nov 30th 2020,Last Seen: Nov 30th 2020,"
Benjyfishy's Locker
",Bundle,Rare,"

2,100
",Rated: 3.44/5,from 16 votes
6786,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Mar 11th 2022,Last Seen: Sep 26th 2022,"
Best Friends
",Bundle,Rare,"

2,200
",Rated: 5/5,from 6 votes
6787,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Breakpoint's Challenge Pack
",Bundle,Rare,"

Breakpoint's Challenge Pack
",Rated: 5/5,from 2 votes
6788,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Brie Larson's Locker
",Bundle,Rare,"

1,500
",No Rating, 
6789,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jun 20th 2022,Last Seen: Sep 7th 2022,"
Brite
",Bundle,Rare,"

2,800
",Rated: 5/5,from 3 votes
6790,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Oct 27th 2019,Last Seen: Oct 16th 2022,"
Burial Threat
",Bundle,Rare,"

1,200
",Rated: 2.29/5,from 17 votes
6791,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Dec 18th 2021,Last Seen: Dec 19th 2021,"
 Candywing's Locker
",Bundle,Rare,"

2,200
",Rated: 5/5,from 1 vote
6792,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Dec 29th 2021,Last Seen: Sep 17th 2022,"
Champions of The Pitch
",Bundle,Rare,"

2,500
",No Rating, 
6793,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Checkered Past Pack
",Bundle,Rare,"
Checkered Past Pack
",Rated: 5/5,from 1 vote
6794,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Aug 30th 2021,Last Seen: Aug 27th 2022,"
 Clouds Wrap Pack
",Bundle,Rare,"

600
",Rated: 4/5,from 2 votes
6795,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 16th 2022,Last Seen: Oct 20th 2022,"
Concept of Fear

",Bundle,Rare,"

1,600
",Rated: 5/5,from 1 vote
6796,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Crossmark Operative Pack
",Bundle,Rare,"
Crossmark Operative Pack
",No Rating, 
6797,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Oct 27th 2019,Last Seen: Oct 16th 2022,"
Crypt Crosser
",Bundle,Rare,"

1,200
",Rated: 1.67/5,from 21 votes
6798,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Oct 24th 2020,Last Seen: Nov 1st 2021,"
Cryptic Curse
",Bundle,Rare,"

1,600
",Rated: 4.5/5,from 2 votes
6799,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Cyber Infiltration Pack
",Bundle,Rare,"

2,200
",Rated: 4.4/5,from 5 votes
6800,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 16th 2022,Last Seen: Oct 20th 2022,"
Dark Nightmare Gear
",Bundle,Rare,"

1,200
",No Rating, 
6801,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 13th 2022,Last Seen: Oct 14th 2022,"
Darkest Circles
",Bundle,Rare,"

1,800
",Rated: 3.25/5,from 4 votes
6802,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Oct 27th 2019,Last Seen: Oct 16th 2022,"
Decaying Dribbler
",Bundle,Rare,"

1,200
",Rated: 3.08/5,from 37 votes
6803,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Dizzie's Domain Pack
",Bundle,Rare,"
Dizzie's Domain Starter Pack
",No Rating, 
6804,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: May 26th 2021,Last Seen: May 26th 2021,"
Donovan Mitchell's Locker
",Bundle,Rare,"

2,000
",No Rating, 
6805,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 16th 2022,Last Seen: Aug 29th 2022,"
Dragon Ball Gear
",Bundle,Rare,"

1,800
",Rated: 3/5,from 2 votes
6806,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 20th 2021,Last Seen: Jun 20th 2022,"
Dune Gear
 ",Bundle,Rare,"

1,500
",Rated: 4/5,from 2 votes
6807,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 15th 2022,Last Seen: Oct 19th 2022,"
Early Explorers
",Bundle,Rare,"

2,800
",Rated: 3/5,from 2 votes
6808,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Nov 2nd 2021,Last Seen: May 8th 2022,"
El Chapulín Colorado
",Bundle,Rare,"

1,600
",Rated: 3.38/5,from 8 votes
6809,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 27th 2021,Last Seen: Nov 1st 2021,"
 Fallen Heroes Gear
",Bundle,Rare,"

1,500
",Rated: 3.33/5,from 3 votes
6810,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Fallen Light Pack
",Bundle,Rare,"
Fallen Light Starter Pack
",Rated: 4/5,from 1 vote
6811,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Oct 27th 2019,Last Seen: Oct 16th 2022,"
Fatal Finisher
",Bundle,Rare,"

1,200
",Rated: 3.22/5,from 23 votes
6812,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 1st 2021,Last Seen: Oct 12th 2022,"
Feel The Rhythm
",Bundle,Rare,"

2,800
",Rated: 4/5,from 1 vote
6813,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 15th 2022,Last Seen: Oct 19th 2022,"
First Fighters
",Bundle,Rare,"

2,800
",Rated: 4/5,from 4 votes
6814,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 15th 2022,Last Seen: Sep 20th 2022,"
Fishstick
",Bundle,Rare,"

2,000
",Rated: 5/5,from 4 votes
6815,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 10th 2022,Last Seen: Aug 11th 2022,"
Flap Jax
",Bundle,Rare,"

1,500
",Rated: 5/5,from 1 vote
6816,10/20/2022,"Introduced in: Chapter 2, Season 3",Release Date: Jul 22nd 2020,Last Seen: Jun 29th 2022,"
Fortnite Classics
",Bundle,Rare,"

1,200
",Rated: 4.14/5,from 7 votes
6817,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Mar 3rd 2021,Last Seen: Mar 3rd 2021,"
Fresh's Locker
",Bundle,Rare,"

1,900
",Rated: 4.29/5,from 7 votes
6818,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Oct 25th 2020,Last Seen: Dec 1st 2021,"
Ghostbusters Gear
",Bundle,Rare,"

1,800
",Rated: 4/5,from 4 votes
6819,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 5th 2022,Last Seen: Oct 6th 2022,"
Glutinous Guardian
",Bundle,Rare,"

1,800
",Rated: 3/5,from 1 vote
6820,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 25th 2022,Last Seen: Sep 13th 2022,"
Gridiron Greats
",Bundle,Rare,"

1,800
",No Rating, 
6821,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Guild Hen’s Locker
",Bundle,Rare,"

2,200
",No Rating, 
6822,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: May 1st 2021,Last Seen: May 1st 2021,"
Hamuppi's Locker
",Bundle,Rare,"

2,400
",No Rating, 
6823,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Hazard Platoon Pack
",Bundle,Rare,"
Hazard Platoon Starter Pack
",Rated: 3/5,from 1 vote
6824,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Dec 24th 2021,Last Seen: Sep 28th 2022,"
Hit Squad
",Bundle,Rare,"

2,400
",No Rating, 
6825,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Aug 24th 2021,Last Seen: Sep 27th 2022,"
Hush
",Bundle,Rare,"

1,500
",Rated: 4.67/5,from 6 votes
6826,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: Apr 2nd 2022,Last Seen: Sep 19th 2022,"
Immortal Sands
",Bundle,Rare,"

2,000
",Rated: 5/5,from 1 vote
6827,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Infiltration Tools Pack
",Bundle,Rare,"

1,200
",Rated: 3/5,from 1 vote
6828,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Iris Pack
",Bundle,Rare,"
Iris Starter Pack
",Rated: 4.5/5,from 2 votes
6829,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 18th 2022,Last Seen: Jul 19th 2022,"
Jacob's Locker
",Bundle,Rare,"

2,000
",Rated: 5/5,from 1 vote
6830,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 12th 2022,Last Seen: Sep 28th 2022,"
Jam Junction
",Bundle,Rare,"

1,700
",Rated: 3/5,from 2 votes
