,Scrape_Date,Release_Date,Last_Seen,Occurences,Item_Name,Item_Type,Rarity,VC_Cost,Rating,Total_Vote
6566,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Aug 30th 2020,Last Seen: Aug 13th 2022,"
Silver Surfer
",Bundle,Marvel,"

2,200
",Rated: 3.74/5,from 39 votes
6567,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jun 17th 2022,Last Seen: Aug 13th 2022,"
Spider-Man Zero
",Bundle,Marvel,"

1,800
",Rated: 3.86/5,from 7 votes
6568,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Sep 3rd 2021,Last Seen: Sep 12th 2021,"
Star-Lord

",Bundle,Marvel,"

2,500
",Rated: 2/5,from 3 votes
6569,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 24th 2021,Last Seen: Dec 29th 2021,"
Venom
 ",Bundle,Marvel,"

2,800
",Rated: 4.79/5,from 19 votes
6570,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 9th 2022,Last Seen: Oct 19th 2022,"
X-23
",Bundle,Marvel,"

1,900
",Rated: 3/5,from 5 votes
6571,10/20/2022,"Introduced in: Chapter 2, Season 2",Release Date: Apr 17th 2020,Last Seen: Aug 13th 2022,"
X-Force Gear
",Bundle,Marvel,"

2,000
",Rated: 4.83/5,from 6 votes
6572,10/20/2022,"Introduced in: Chapter 2, Season 2",Release Date: Apr 17th 2020,Last Seen: Aug 13th 2022,"
X-Force Outfits
 ",Bundle,Marvel,"

3,000
",Rated: 4.31/5,from 16 votes
6573,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 17th 2021,Last Seen: Jul 26th 2022,"
 Armored Batman Zero
",Bundle,DC,"

2,100
",Rated: 4.8/5,from 5 votes
6574,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Batman Caped Crusader Pack
",Bundle,DC,"

Batman Caped Crusader Pack
",Rated: 5/5,from 5 votes
6575,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 17th 2021,Last Seen: Jul 26th 2022,"
Batman Gear
",Bundle,DC,"

1,500
",Rated: 5/5,from 5 votes
6576,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 17th 2021,Last Seen: Jul 26th 2022,"
Batman Zero

",Bundle,DC,"

2,100
",Rated: 4.75/5,from 4 votes
6577,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 17th 2021,Last Seen: Jul 26th 2022,"
Beast Boy
",Bundle,DC,"

2,000
",Rated: 4/5,from 2 votes
6578,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 17th 2021,Last Seen: Jul 26th 2022,"
Bloodsport
",Bundle,DC,"

1,800
",Rated: 5/5,from 2 votes
6579,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 17th 2021,Last Seen: Jul 26th 2022,"
Catwoman
",Bundle,DC,"

1,800
",Rated: 4.5/5,from 2 votes
6580,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 17th 2021,Last Seen: Jul 26th 2022,"
Catwoman Zero
",Bundle,DC,"

1,500
",Rated: 5/5,from 1 vote
6581,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: Jun 2nd 2021,Last Seen: Jul 26th 2022,"
Deathstroke Zero
",Bundle,DC,"

2,000
",Rated: 3.5/5,from 8 votes
6582,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Feb 7th 2020,Last Seen: Jul 26th 2022,"
Harley Quinn
",Bundle,DC,"

2,000
",Rated: 4.52/5,from 82 votes
6583,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Sep 2nd 2022,Last Seen: Sep 11th 2022,"
Starfire
 ",Bundle,DC,"

1,800
",Rated: 5/5,from 3 votes
6584,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 26th 2021,Last Seen: Jul 26th 2022,"
The Batman Who Laughs
",Bundle,DC,"

2,200
",Rated: 4.67/5,from 12 votes
6585,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Feb 14th 2021,Last Seen: Jul 26th 2022,"
The Flash
 ",Bundle,DC,"

2,200
",Rated: 3.1/5,from 39 votes
6586,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
The Last Laugh
",Bundle,DC,"
The Last Laugh Bundle
",Rated: 5/5,from 3 votes
6587,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Aug 24th 2021,Last Seen: Jul 26th 2022,"
Wonder Woman

",Bundle,DC,"

2,400
",Rated: 4.5/5,from 8 votes
6588,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Dec 25th 2021,Last Seen: May 16th 2022,"
Boba Fett
",Bundle,Star Wars,"

2,300
",Rated: 4.36/5,from 11 votes
6589,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 9th 2022,Last Seen: May 17th 2022,"
Bounty Hunter
",Bundle,Star Wars,"

2,200
",Rated: 4.2/5,from 5 votes
6590,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Empire Banner
",Banner,Star Wars,"
May the 4th Quests (S20)
",Rated: 5/5,from 1 vote
6591,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Dec 13th 2019,Last Seen: Jan 2nd 2020,"
First Order Banner
",Banner,Star Wars,"

0
",Rated: 3.78/5,from 9 votes
6592,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Jedi Banner
",Banner,Star Wars,"
Star Wars Challenges (S11)
",Rated: 3.67/5,from 3 votes
6593,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: May 27th 2022,Last Seen: Jun 6th 2022,"
Obi-Wan Kenobi

",Bundle,Star Wars,"

2,200
",Rated: 3.5/5,from 4 votes
6594,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Dec 31st 2019,Last Seen: May 17th 2022,"
Order and Peace
",Bundle,Star Wars,"

2,000
",Rated: 4.4/5,from 5 votes
6595,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Dec 13th 2019,Last Seen: Jan 2nd 2020,"
Resistance Banner
",Banner,Star Wars,"

0
",Rated: 3.56/5,from 9 votes
6596,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Dec 13th 2019,Last Seen: May 17th 2022,"
Rise of Skywalker Pack
",Bundle,Star Wars,"

3,500
",Rated: 4.17/5,from 12 votes
6597,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Sith Banner
",Banner,Star Wars,"
Winterfest Presents (S11)
",Rated: 3.67/5,from 3 votes
6598,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Dec 31st 2019,Last Seen: May 17th 2022,"
Starfighters
",Bundle,Star Wars,"

1,800
",Rated: 2.8/5,from 5 votes
6599,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jun 18th 2022,Last Seen: Jun 24th 2022,"
Among Us

",Bundle,Gaming Legends,"

600
",Rated: 4.75/5,from 8 votes
6600,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Nov 5th 2021,Last Seen: Feb 5th 2022,"
Arcane Jinx

",Bundle,Gaming Legends,"

1,800
",Rated: 3.88/5,from 17 votes
6601,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Jan 23rd 2022,Last Seen: Feb 5th 2022,"
Arcane Vi
",Bundle,Gaming Legends,"

1,800
",Rated: 3.82/5,from 11 votes
6602,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Banner
",Banner,Gaming Legends,"
Tales From The Animus Bundle
",Rated: 5/5,from 1 vote
6603,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 23rd 2021,Last Seen: Aug 1st 2022,"
Cammy & Guile
",Bundle,Gaming Legends,"

2,200
",Rated: 4.5/5,from 4 votes
6604,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 23rd 2021,Last Seen: Aug 1st 2022,"
Cammy & Guile Gear
",Bundle,Gaming Legends,"

1,600
",Rated: 5/5,from 2 votes
6605,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Dec 10th 2021,Last Seen: Jun 3rd 2022,"
Emergence Gear
",Bundle,Gaming Legends,"

1,600
",Rated: 5/5,from 3 votes
6606,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: Apr 17th 2021,Last Seen: Mar 2nd 2022,"
Horizon Zero Dawn
",Bundle,Gaming Legends,"

2,600
",Rated: 5/5,from 3 votes
6607,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Dec 10th 2021,Last Seen: Jun 3rd 2022,"
Kait & Marcus
",Bundle,Gaming Legends,"

2,000
",Rated: 3.67/5,from 3 votes
6608,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Dec 4th 2020,Last Seen: Mar 19th 2021,"
Kratos

",Bundle,Gaming Legends,"

2,200
",Rated: 4.03/5,from 33 votes
6609,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 24th 2022,Last Seen: Sep 4th 2022,"
Legends of the Light and Dark
",Bundle,Gaming Legends,"

2,700
",No Rating, 
6610,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 24th 2022,Last Seen: Sep 4th 2022,"
Legends of the Light and Dark Gear
",Bundle,Gaming Legends,"

1,800
",Rated: 3/5,from 2 votes
6611,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Dec 11th 2020,Last Seen: Jun 3rd 2022,"
Master Chief
",Bundle,Gaming Legends,"

2,600
",Rated: 4.51/5,from 61 votes
6612,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Psycho
",Bundle,Gaming Legends,"

2,000
",Rated: 5/5,from 3 votes
6613,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Feb 21st 2021,Last Seen: Aug 1st 2022,"
Ryu & Chun-Li
",Bundle,Gaming Legends,"

2,200
",Rated: 4.36/5,from 14 votes
6614,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Feb 21st 2021,Last Seen: Aug 1st 2022,"
Ryu & Chun-Li Gear
",Bundle,Gaming Legends,"

1,800
",Rated: 4.67/5,from 3 votes
6615,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 24th 2021,Last Seen: Apr 25th 2022,"
S.T.A.R.S. Team
",Bundle,Gaming Legends,"

2,100
",Rated: 4.83/5,from 6 votes
6616,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 24th 2021,Last Seen: Apr 25th 2022,"
S.T.A.R.S. Team Gear
",Bundle,Gaming Legends,"

1,300
",Rated: 4.33/5,from 3 votes
6617,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: Apr 29th 2022,Last Seen: Aug 1st 2022,"
Sakura & Blanka
",Bundle,Gaming Legends,"

2,200
",Rated: 3.71/5,from 7 votes
6618,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: Apr 29th 2022,Last Seen: Aug 1st 2022,"
Sakura & Blanka Gear
",Bundle,Gaming Legends,"

1,600
",Rated: 1/5,from 1 vote
6619,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: Apr 8th 2022,Last Seen: Apr 13th 2022,"
Tales from the Animus
",Bundle,Gaming Legends,"

2,800
",Rated: 3.5/5,from 2 votes
6620,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: May 20th 2022,Last Seen: Oct 2nd 2022,"
Ali-A
",Bundle,Icon Series,"

2,400
",Rated: 2.33/5,from 6 votes
6621,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 22nd 2021,Last Seen: Oct 10th 2022,"
Ariana Grande
",Bundle,Icon Series,"

2,800
",Rated: 4.59/5,from 22 votes
6622,10/20/2022,"Introduced in: Chapter 2, Season 2",Release Date: Apr 22nd 2020,Last Seen: Apr 27th 2020,"
Astronomical
 ",Bundle,Icon Series,"

2,500
",Rated: 4.52/5,from 42 votes
6623,10/20/2022,"Introduced in: Chapter 2, Season 2",Release Date: Apr 22nd 2020,Last Seen: Apr 27th 2020,"
Astronomical Gear
",Bundle,Icon Series,"

1,100
",Rated: 4.36/5,from 11 votes
6624,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Sep 24th 2020,Last Seen: Oct 11th 2022,"
 BTS Dynamite Pack
",Bundle,Icon Series,"

800
",Rated: 4.46/5,from 28 votes
6625,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: May 11th 2022,Last Seen: Oct 2nd 2022,"
Bugha
",Bundle,Icon Series,"

1,800
",Rated: 4/5,from 2 votes
6626,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: May 8th 2022,Last Seen: Oct 2nd 2022,"
Chica
 ",Bundle,Icon Series,"

1,800
",Rated: 5/5,from 1 vote
6627,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: Mar 27th 2022,Last Seen: Apr 2nd 2022,"
Chloe Kim
",Bundle,Icon Series,"

2,400
",Rated: 4.2/5,from 5 votes
6628,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Aug 27th 2021,Last Seen: Oct 12th 2022,"
J Balvin
",Bundle,Icon Series,"

2,400
",Rated: 3.23/5,from 13 votes
6629,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Jul 2nd 2022,Last Seen: Jul 8th 2022,"
Kane & Reus
",Bundle,Icon Series,"

2,300
",Rated: 5/5,from 1 vote
6630,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Jul 24th 2022,Last Seen: Aug 6th 2022,"
King James
",Bundle,Icon Series,"

2,500
",Rated: 3.67/5,from 3 votes
6631,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Jul 24th 2022,Last Seen: Aug 6th 2022,"
King James Gear
",Bundle,Icon Series,"

1,800
",Rated: 5/5,from 1 vote
6632,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Nov 13th 2020,Last Seen: Oct 2nd 2022,"
Lachlan
",Bundle,Icon Series,"

2,200
",Rated: 3.92/5,from 13 votes
6633,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Mar 5th 2021,Last Seen: Oct 2nd 2022,"
Lazarbeam
",Bundle,Icon Series,"

1,800
",Rated: 4/5,from 21 votes
6634,10/20/2022,"Introduced in: Chapter 2, Season 3",Release Date: Jun 22nd 2020,Last Seen: Oct 2nd 2022,"
Loserfruit
",Bundle,Icon Series,"

1,800
",Rated: 4.2/5,from 45 votes
6635,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Major Lazer
",Bundle,Icon Series,"

2,400
",No Rating, 
6636,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: May 29th 2021,Last Seen: Oct 9th 2022,"
Marshmello
",Bundle,Icon Series,"

2,300
",Rated: 4.38/5,from 16 votes
6637,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 2nd 2022,Last Seen: Oct 9th 2022,"
Melloverse
",Bundle,Icon Series,"

2,600
",Rated: 3.14/5,from 7 votes
6638,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Mar 4th 2022,Last Seen: Sep 22nd 2022,"
Naomi Osaka
",Bundle,Icon Series,"

2,700
",Rated: 2.82/5,from 11 votes
6639,10/20/2022,"Introduced in: Chapter 2, Season 2",Release Date: May 22nd 2020,Last Seen: Oct 2nd 2022,"
Ninja
 ",Bundle,Icon Series,"

2,000
",Rated: 3.76/5,from 46 votes
6640,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 25th 2022,Last Seen: Sep 12th 2022,"
Patrick Mahomes
",Bundle,Icon Series,"

2,300
",Rated: 5/5,from 1 vote
6641,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 11th 2022,Last Seen: Oct 12th 2022,"
Silk Sonic
",Bundle,Icon Series,"

2,700
",Rated: 4/5,from 9 votes
6642,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 22nd 2021,Last Seen: Oct 10th 2022,"
Spacefarer Ariana Grande
",Bundle,Icon Series,"

2,500
",Rated: 3.83/5,from 12 votes
6643,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Sep 23rd 2022,Last Seen: Oct 2nd 2022,"
SypherPK
",Bundle,Icon Series,"

2,000
",Rated: 3.67/5,from 9 votes
6644,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Jan 17th 2021,Last Seen: Oct 2nd 2022,"
TheGrefg
",Bundle,Icon Series,"

1,800
",Rated: 3.69/5,from 29 votes
6645,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 10th 2022,Last Seen: Oct 11th 2022,"
SavinTheBees Locker
",Bundle,Slurp,"

2,000
",Rated: 1.5/5,from 2 votes
6646,10/20/2022,"Introduced in: Chapter 2, Season 2",Release Date: Mar 20th 2020,Last Seen: Sep 7th 2022,"
Slurp Legends Pack
",Bundle,Slurp,"

2,000
",Rated: 3.58/5,from 26 votes
6647,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Feb 17th 2022,Last Seen: Mar 19th 2022,"
Monarch's Level Up Quest Pack
",Bundle,Shadow,"

1,200
",Rated: 4.69/5,from 16 votes
6648,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Sep 17th 2020,Last Seen: Sep 28th 2022,"
Shadow Strike Pack
",Bundle,Shadow,"

2,800
",Rated: 3.38/5,from 13 votes
6649,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Shadows Rising Pack
",Bundle,Shadow,"
Shadows Rising Pack
",Rated: 5/5,from 2 votes
6650,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Sep 9th 2021,Last Seen: Aug 15th 2022,"
Street Shadows
",Bundle,Shadow,"

1,500
",Rated: 3.33/5,from 9 votes
6651,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Agency Renegades Pack
",Bundle,Epic,"
Agency Renegades Pack
",Rated: 5/5,from 1 vote
6652,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Sep 5th 2022,Last Seen: Oct 16th 2022,"
Alien Abduction
",Bundle,Epic,"

2,500
",No Rating, 
6653,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Sep 5th 2022,Last Seen: Oct 16th 2022,"
Alien Abduction Gear
",Bundle,Epic,"

2,000
",No Rating, 
6654,10/20/2022,"Introduced in: Chapter 2, Season 1",Release Date: Nov 14th 2019,Last Seen: Nov 14th 2019,"
Archetype
",Bundle,Epic,"

2,200
",Rated: 5/5,from 4 votes
6655,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 21st 2021,Last Seen: Sep 28th 2022,"
Balenciaga Knights
",Bundle,Epic,"

1,800
",Rated: 2.73/5,from 11 votes
6656,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 21st 2021,Last Seen: Sep 28th 2022,"
Balenciaga Unleashed
",Bundle,Epic,"

1,800
",Rated: 1.8/5,from 10 votes
6657,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 22nd 2022,Last Seen: Aug 7th 2022,"
Boardwalk Warriors Pack
",Bundle,Epic,"

2,400
",Rated: 4.5/5,from 2 votes
6658,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Feb 19th 2021,Last Seen: Oct 19th 2022,"
Britestorm Bomber
",Bundle,Epic,"

1,900
",Rated: 4.28/5,from 25 votes
6659,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Oct 12th 2022,Last Seen: Oct 13th 2022,"
Carlox's Locker
",Bundle,Epic,"

2,300
",No Rating, 
6660,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
Chic Commodore
",Bundle,Epic,"

1,500
",No Rating, 
6661,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Cobalt Pack
",Bundle,Epic,"
Cobalt Starter Pack
",Rated: 4.5/5,from 2 votes
6662,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Dec 2nd 2021,Last Seen: Mar 26th 2022,"
Cool Grey
",Bundle,Epic,"

1,800
",Rated: 3.17/5,from 6 votes
6663,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Corrupted Legends Pack
",Bundle,Epic,"
Corrupted Legends Pack
",Rated: 5/5,from 1 vote
6664,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Oct 20th 2020,Last Seen: Oct 17th 2022,"
Crypt Crashers Pack
",Bundle,Epic,"

2,800
",Rated: 4.23/5,from 31 votes
6665,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 27th 2022,Last Seen: Aug 27th 2022,"
Customized Captain
",Bundle,Epic,"

1,500
",No Rating, 
6666,10/20/2022,"Introduced in: Chapter 3, Season 2",Release Date: Apr 22nd 2022,Last Seen: Oct 8th 2022,"
Dancing at Coachella
",Bundle,Epic,"

2,800
",Rated: 5/5,from 1 vote
6667,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Derby Dynamo Quest Pack
",Bundle,Epic,"

Derby Dynamo Challenge Pack
",Rated: 5/5,from 1 vote
6668,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 15th 2021,Last Seen: Sep 16th 2021,"
Derponce's Locker
",Bundle,Epic,"

2,400
",Rated: 4/5,from 2 votes
6669,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Double Agent Pack
",Bundle,Epic,"

2,500
",Rated: 4.36/5,from 14 votes
6670,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 20th 2021,Last Seen: Jun 20th 2022,"
Dune
",Bundle,Epic,"

2,000
",Rated: 3.25/5,from 4 votes
6671,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Jan 7th 2021,Last Seen: Oct 1st 2022,"
Edge Factor
",Bundle,Epic,"

2,300
",Rated: 3/5,from 4 votes
6672,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Mar 10th 2021,Last Seen: Mar 10th 2021,"
 EpikWhale's Locker
",Bundle,Epic,"

1,900
",Rated: 4.5/5,from 2 votes
6673,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Aug 25th 2022,Last Seen: Sep 13th 2022,"
Extra Point
",Bundle,Epic,"

3,500
",No Rating, 
6674,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Aug 27th 2021,Last Seen: Sep 15th 2022,"
Falcon Clan
",Bundle,Epic,"

2,800
",Rated: 4/5,from 5 votes
6675,10/20/2022,"Introduced in: Chapter 1, Season 7",Release Date: Dec 31st 2018,Last Seen: Dec 31st 2018,"
Funk Ops
",Bundle,Epic,"

3,040
",Rated: 4.64/5,from 14 votes
6676,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Jan 22nd 2021,Last Seen: Jan 22nd 2021,"
Future War
",Bundle,Epic,"

2,800
",Rated: 4.6/5,from 5 votes
6677,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jun 24th 2022,Last Seen: Jul 7th 2022,"
Gaara & Hinata
",Bundle,Epic,"

2,400
",Rated: 5/5,from 2 votes
6678,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 3rd 2021,Last Seen: Oct 20th 2022,"
Geometrik
",Bundle,Epic,"

2,100
",Rated: 3.8/5,from 10 votes
6679,10/20/2022,"Introduced in: Chapter 2, Season 7",Release Date: Sep 4th 2021,Last Seen: Oct 14th 2022,"
Gildedguy
",Bundle,Epic,"

1,800
",Rated: 3/5,from 9 votes
6680,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Dec 12th 2021,Last Seen: Jan 4th 2022,"
Gingerbread
",Bundle,Epic,"

2,400
",Rated: 5/5,from 2 votes
6681,10/20/2022,"Introduced in: Chapter 2, Season 5",Release Date: Dec 31st 2020,Last Seen: Oct 12th 2022,"
Gleam Team
",Bundle,Epic,"

2,500
",Rated: 3.4/5,from 5 votes
6682,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 19th 2021,Last Seen: Sep 18th 2022,"
Golden Sands
",Bundle,Epic,"

2,000
",Rated: 5/5,from 2 votes
6683,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Golden Touch Quest Pack
",Bundle,Epic,"

Golden Touch Quest Pack
",Rated: 4/5,from 1 vote
6684,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Goldenbane Guardian Quest Pack
",Bundle,Epic,"
Goldenbane Guardian Quest Pack
",Rated: 3/5,from 1 vote
6685,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: Mar 29th 2021,Last Seen: Sep 25th 2022,"
Grave Feather
",Bundle,Epic,"

2,300
",Rated: 2.57/5,from 7 votes
6686,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 27th 2021,Last Seen: Nov 1st 2021,"
Grave The Day
",Bundle,Epic,"

3,500
",Rated: 3.33/5,from 3 votes
6687,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 23rd 2021,Last Seen: Nov 1st 2021,"
Graven
",Bundle,Epic,"

2,200
",Rated: 2.75/5,from 4 votes
6688,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Nov 13th 2021,Last Seen: Oct 4th 2022,"
Hacivat
",Bundle,Epic,"

2,000
",Rated: 3.67/5,from 3 votes
6689,10/20/2022,"Introduced in: Chapter 1, Season 9",Release Date: May 22nd 2019,Last Seen: Mar 26th 2022,"
Hang Time
",Bundle,Epic,"

1,800
",Rated: 4.17/5,from 103 votes
6690,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Nov 25th 2020,Last Seen: Sep 22nd 2022,"
Harvest's Bounty
",Bundle,Epic,"

2,000
",Rated: 4.22/5,from 9 votes
6691,10/20/2022,"Introduced in: Chapter 2, Season 4",Release Date: Sep 11th 2020,Last Seen: Oct 16th 2022,"
Hero Gear
",Bundle,Epic,"

1,400
",Rated: 5/5,from 7 votes
6692,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Oct 27th 2021,Last Seen: Nov 1st 2021,"
Hero Horde
",Bundle,Epic,"

3,500
",Rated: 3.33/5,from 3 votes
6693,10/20/2022,Release Date: Never,Last Seen: Never,Occurrences: 0,"
Highland Warrior
",Bundle,Epic,"

2,380
",Rated: 4.17/5,from 6 votes
6694,10/20/2022,"Introduced in: Chapter 3, Season 1",Release Date: Jul 25th 2022,Last Seen: Sep 16th 2022,"
 Inkville Gang Pack
",Bundle,Epic,"

2,300
",Rated: 4/5,from 3 votes
6695,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jun 24th 2022,Last Seen: Jul 7th 2022,"
Itachi & Orochimaru
",Bundle,Epic,"

2,200
",Rated: 5/5,from 3 votes
6696,10/20/2022,"Introduced in: Chapter 3, Season 4",Release Date: Sep 30th 2022,Last Seen: Sep 30th 2022,"
Jailbird

",Bundle,Epic,"

2,500
",Rated: 5/5,from 2 votes
6697,10/20/2022,"Introduced in: Chapter 2, Season 8",Release Date: Sep 18th 2021,Last Seen: Dec 22nd 2021,"
Janky
",Bundle,Epic,"

1,800
",Rated: 2.43/5,from 7 votes
6698,10/20/2022,"Introduced in: Chapter 3, Season 3",Release Date: Jul 29th 2022,Last Seen: Aug 7th 2022,"
John Cena
",Bundle,Epic,"

2,000
",Rated: 3/5,from 4 votes
6699,10/20/2022,"Introduced in: Chapter 2, Season 6",Release Date: May 2nd 2021,Last Seen: May 2nd 2021,"
Justin Jefferson's Locker
",Bundle,Epic,"

2,200
",No Rating, 
